lat,long,aqi
40.91570020632261,-122.78496008926753,34
41.83926938551459,-122.674857577811,26
39.17134027714491,-122.08473815207167,7
40.431126381119086,-122.30699884763368,21
39.749803164132146,-122.66474526421827,20
41.35518526533371,-121.84867456251966,52
40.97621677995597,-121.62174785673811,20
40.344473564297836,-120.27552054753319,15
38.26526305048594,-120.80434799101232,29
41.98444461764904,-122.42011216297259,26
39.8407489584953,-122.43241383221269,13
40.24623773296383,-123.14362607265971,10
38.659998362800195,-123.34131412663606,1
39.05438487454471,-122.1768701694779,17
38.97331803994239,-121.59113858610904,28
37.34712383051784,-122.63501681504667,20
37.349637736427376,-121.58417962734846,21
39.56559306081533,-120.24092928457289,17
37.18886787977401,-121.94309763081128,11
40.28298450564185,-122.00995785116123,16
38.52841181906358,-121.19709868350914,8
39.24249224491989,-123.45521154181311,16
37.262179203827195,-123.13017477121295,17
40.24590777337927,-122.56153284997269,16
38.009749001782474,-120.9238522171964,41
38.06593842464626,-120.05752859966302,22
40.26490346775643,-120.933923668451,10
39.23106234883664,-123.66635778109591,16
41.819158913214,-122.10819612495273,31
38.78845603598717,-121.00006810641676,21
41.63689057417028,-122.69513010196417,55
40.707131078588894,-120.46140546938332,39
39.43106250448966,-121.01275252673844,42
38.53321179079579,-120.8147093821482,23
37.40253955077898,-120.75546181151702,44
37.96131014851318,-121.82083843252829,20
40.745521997147776,-122.39663429910077,25
41.54681639079371,-123.27760463636456,30
39.26563759912227,-123.21383388462833,22
39.15560506832178,-122.8745373467172,12
40.34760398434735,-123.22530461188524,32
41.496896007540506,-120.36114898460514,17
38.75111759912452,-120.48669106893097,20
39.904846232789836,-122.94461563641237,16
39.71284470654861,-122.77555215880014,20
39.44537562755556,-122.6117227973667,13
38.21832750940601,-121.02992933269347,39
38.90441130171034,-120.11133159442544,21
38.739244696416264,-122.49869996602867,23
37.303674115162266,-122.44393163132179,18
40.43704521498867,-122.19198169915107,21
37.56559293855159,-123.0449456615631,17
39.46986547661115,-123.37718372888455,17
40.753178211033585,-121.48144207968835,33
39.327490343412215,-121.18489743020454,17
41.411411435587034,-120.26108701470133,17
40.47107584277157,-120.65303777538806,39
38.542985819844986,-123.05094037433854,14
39.723698592948224,-121.35804968589551,16
38.75082434288639,-120.91950354273568,32
37.48978051805218,-123.558317342407,11
37.620683760149085,-122.16341414818464,42
38.207055038103945,-123.39413515299469,17
40.29654653117855,-121.59378661795309,20
40.11098654252899,-120.4998604223689,15
39.53288169858806,-121.88966757193324,26
39.205812988037806,-122.87699219470363,12
40.374191873709584,-120.56119009597954,26
37.372694759770404,-122.39303376816234,17
38.134949493721564,-121.66979621102789,48
37.92130177293534,-123.12254335352154,14
40.627223680497636,-122.24531704199862,17
39.59279112065886,-121.90818984402705,26
37.55287378297452,-120.55672113927076,41
40.255979468659085,-120.1049521891442,15
37.92108814231498,-122.47934246100307,17
40.24115851495761,-121.57458252863006,20
37.351962363829884,-123.01860831971635,17
38.923930662488225,-120.001638995737,21
38.254666713138036,-123.2986653278037,17
40.935889550203854,-122.58612967221391,34
41.4812426535258,-121.13242153631356,17
41.319232445315116,-120.80390004002955,17
39.22203807166467,-121.14213099830467,26
37.17881453410009,-123.22343224562434,17
39.71647675804676,-121.04017993585514,7
38.274199358772336,-123.0087380861516,22
41.4016473407743,-122.19597111878848,56
40.799790472182195,-123.63148639941852,13
