lat,long,aqi
39.659683104711014,-118.24708313730109,25
39.53579282312559,-121.83662633724909,22
41.852883441431075,-123.43700346745898,16
41.55312217673787,-123.1559653736435,27
34.17024832066894,-119.66613320600563,10
39.34864588178199,-120.8121351909423,11
33.55243890488345,-114.05710215945894,13
36.163150330267285,-114.11624493731627,6
40.229739382622625,-117.43002282482689,6
34.370184044137716,-117.59329842271408,11
38.10652105331025,-119.55088356850474,20
38.79672196717383,-121.12693418840108,44
39.910594076123836,-123.19886028677628,13
37.84553284535122,-116.42133124649122,8
34.72227610761818,-115.30502396268369,6
41.70908546279114,-123.2198148605927,3
32.8953748254573,-118.2746351662212,13
34.27568367664118,-120.34471824666292,19
39.76338872118377,-120.56304784236714,11
38.64381021175689,-122.13443430161861,14
37.205994450162706,-114.96463351759976,6
40.22105117651952,-116.97816430940475,6
37.4276248117358,-117.56766804246624,8
38.53668553039931,-122.69184409250528,16
37.51710216388565,-115.31458596455579,6
40.14854160548445,-122.61692522393956,6
34.52293618451183,-119.29523895674511,11
35.369372312459014,-118.7748833024743,27
32.308577761853336,-116.98282187371717,56
41.82262548633288,-116.32296698669079,13
40.92183914580577,-123.7667263783624,12
39.396483699435734,-115.35434762012837,6
37.02607684429624,-122.84510614990805,17
36.756318832308814,-120.80828006376015,10
34.42373678504349,-116.57888068040788,16
35.01803336404857,-118.75062502265462,13
40.81916391805265,-115.88750179449593,22
35.24856425871963,-115.2570097789444,6
39.65280871507102,-123.91322070019955,11
41.667134602316295,-119.00300948043913,11
33.317821761255736,-115.63396102368156,31
36.95517193663322,-122.85754690513626,17
35.51245729854946,-119.98377110558808,27
33.83374653585424,-119.13131131236526,24
34.02924965937618,-118.64153177469554,13
37.43628802333887,-116.31343636394324,23
41.272497342408315,-116.66487403089222,6
38.290635372948316,-122.38571216336513,17
35.4820346183136,-120.7031386078929,20
34.497122364292885,-119.81952511802638,16
38.84456700845004,-116.98362040293478,6
33.18810743936948,-115.79429649786891,31
33.587406827217116,-115.17741625736943,14
33.55807007055909,-118.43710586736657,52
36.693763030230706,-117.41052428306108,17
40.410628991042685,-117.20674779768893,6
34.16403810124796,-114.8123900635282,31
35.975007601965515,-121.11059475723702,16
34.48096302473105,-119.29229149596958,11
33.872932371030046,-114.58907185208297,20
39.20515877522258,-119.40073138480909,14
37.38371988650101,-121.35603547259676,20
38.13230631670337,-114.52009465595275,6
34.98150398963395,-118.51985403450642,15
34.130231234023995,-114.32352191552665,11
34.934251933508435,-119.95968071846896,10
40.040757955209756,-116.11157851151316,6
40.23110954475284,-122.18688516215953,19
37.18322216421747,-117.69268288813312,18
41.691806591309714,-119.2153486991181,11
33.76328741814847,-117.78991707663596,59
34.457748926281184,-121.2243552046485,10
35.530802311325814,-115.29178702589749,22
38.22958053232685,-114.88714815511446,6
37.01542138350596,-116.46349614380053,23
38.95408968916988,-117.66533405922364,16
36.54598634791874,-119.96953629478651,10
37.853222855024555,-115.98118428609715,6
41.66121857204698,-117.46949072687846,16
39.75537703649757,-116.64371192397131,6
40.965852054598976,-115.62811315579016,22
34.823549875283994,-116.41540697202898,23
33.45532792157931,-119.9354957119803,10
39.953574578483625,-122.39563634764325,6
37.477589082439806,-121.00219749726065,10
35.779402958514524,-116.71367361932137,42
36.85871863588257,-117.94919568475038,17
38.2897089577751,-122.65568445993632,20
38.34274625224663,-119.73454802812577,18
37.48879040805262,-123.4612594296564,8
36.94737552294686,-119.80464202154138,10
39.39100032836596,-115.50089491621594,6
33.34138344239802,-116.12498291377072,18
41.27345775118375,-119.88317733530579,11
33.553736866805124,-118.78563837688344,52
34.11300363079257,-116.93096090373272,22
36.03876301524101,-120.52473036007822,23
37.364703268405016,-119.610378770686,13
39.554975057360195,-123.80618504714205,11
35.3640691056694,-121.3741422048635,12
34.112475504221074,-120.82808437911437,19
39.287622306410555,-121.59041277221938,17
32.75663401052015,-117.13288755578547,16
39.908020153515764,-121.50755418849636,17
36.43466798528307,-119.58420630953744,10
39.677279849423854,-119.78247989663451,13
35.354663660323766,-121.99018947975901,12
37.93722816105216,-119.96395242120303,20
36.828332343050945,-115.46677174328707,6
40.603844267448665,-120.00326176556118,6
37.64696916382238,-122.99935593793631,8
38.7278749559191,-118.72026369570011,16
40.70949678818704,-118.44089241048043,6
35.5399416170605,-117.84017815301617,24
37.695145031158184,-114.06423132255928,6
34.988189425333225,-117.5507109694117,23
41.8920476296884,-120.06150661407312,34
41.94938436572405,-122.05949448726037,119
39.266765218529244,-114.84887457103436,6
36.66773701114448,-122.02635897589703,10
38.1414585558937,-123.0023477726895,9
33.38650326892852,-117.93755300664216,24
38.17775331112646,-118.15200220404702,21
40.84711753371127,-120.60247283506502,50
40.27694959013624,-122.46080324390998,19
38.69056345017958,-117.36763634792906,6
37.98444614511513,-116.489296866255,6
38.26523093823983,-114.34022594260317,6
41.553687388848054,-118.94413899494168,11
32.56350229924537,-117.88235623108203,49
38.5855978825827,-122.53526490118428,21
37.28506176858763,-116.76988707845291,23
34.71341903611438,-117.84596671449788,13
35.17958495483606,-119.42863990967334,11
39.296630439632736,-118.44866302594819,25
34.12794986970314,-115.09624833366796,31
38.32397988314478,-123.3395496876601,4
33.18513150507444,-118.72194834570044,13
40.43077212184534,-118.99861056144991,20
40.3941074156427,-121.70381152244178,18
37.69455448192271,-121.12997614282554,13
38.542715927817255,-118.54684494616193,16
34.13166342638931,-118.96990929254872,12
34.00300401989628,-115.9096738850148,28
34.45976465991336,-121.06545861484145,19
33.743750425495215,-120.54618999976236,10
40.53226435783949,-121.97231785593253,18
37.59894883222114,-123.64184962755581,9
34.326163655943795,-117.53545263810526,11
34.20615163730339,-116.02180685307985,17
39.58308647968916,-115.00166980283089,6
41.41489776173914,-121.182274474987,52
38.091618601429914,-119.5903050166941,20
41.25159066629926,-117.80909002527014,16
38.55249013281028,-119.52443014599021,19
37.89573570075882,-122.53953299646463,14
37.60043973848324,-122.84533327960806,17
41.879044384646015,-120.97086144451761,25
34.199509734873374,-115.25044651224795,31
41.44024558806003,-121.8642502383382,38
38.82221301451743,-122.10527161926369,19
37.223568689329085,-122.36890351895971,17
38.7740352715956,-118.70502739937638,16
41.43326182135854,-122.27860215561604,61
33.80765186383031,-119.84125121397605,10
32.16230768130118,-117.09674005366264,56
33.94261655968956,-115.03904577990374,31
37.79232257604174,-115.18091816133084,6
38.21416880364997,-119.16180357386725,19
36.15609988595274,-121.01439718668102,23
37.41547229964938,-123.04573539689508,18
34.214427634218445,-120.44566719352306,19
41.255204130647286,-114.50817159744821,6
40.0160504901909,-116.4666777677109,6
37.19881262144009,-118.53995637131666,16
37.80946934887742,-117.78136683181219,8
40.426798009366216,-122.49249556860646,52
40.12218043875864,-114.28943042717657,6
40.56113255836787,-120.581634383401,50
39.71090276153106,-120.18230610522149,12
38.727616621721744,-118.06095389980743,16
32.279660231983975,-114.69576269083794,25
32.35249927748347,-117.18712178900473,13
39.45580052534344,-119.68420712292188,2
38.31227750056641,-119.61960471999538,19
38.610522372998545,-122.17449852549284,14
33.43952144854762,-116.84931943521312,17
34.252447112193884,-119.4243322369571,7
41.08991584008359,-119.09509177003066,20
41.74924834422573,-116.84101308344182,13
36.649971238486614,-119.7569715626463,64
38.080395084778765,-117.9775774549261,21
41.15998164451226,-122.96766773308643,3
41.917148439487775,-114.5175058856965,6
36.29547118740577,-114.17967984688512,6
34.691630607612055,-118.15509109290637,31
39.547140761969985,-123.67527376392576,11
33.72081269159854,-116.72919728286075,18
34.1203156621076,-116.78452229386777,16
38.79276168802795,-123.88241351685939,14
40.046687710582795,-116.85478239959744,6
37.710312819803214,-119.54261725700431,16
41.28939504116174,-123.3629572418252,9
32.73404025786458,-116.43134589454088,17
40.55597586635941,-116.1982949214762,6
35.959705017131576,-121.64855777225529,6
34.500547399719224,-120.45936622573723,19
34.46593414438938,-114.27036477390345,7
40.789784921473355,-122.29518755188039,24
35.29413878354439,-121.85272709776385,12
35.9547183225059,-119.39652709955527,10
39.21139874887769,-115.38933576441792,6
35.29934099418716,-116.04049004695206,6
41.210655425492035,-119.60749460361428,11
33.18796696868292,-117.66087789521738,22
36.53973721955957,-116.73881538756106,23
40.589700986410584,-122.35927694285444,28
41.53211257206398,-123.58596139100308,18
33.8721449484592,-119.34452585085178,24
40.81879904015433,-114.50099296565796,6
41.398576525539326,-118.18578424220343,16
35.02653223626757,-119.10396546091079,10
37.73383540586214,-121.46695217560628,25
35.610432837331196,-118.28117039514208,19
38.359459387779964,-121.56587432495944,17
41.2667351959187,-116.90445386434571,6
34.42747133601279,-120.02339714235195,20
37.78321804034198,-119.44364736184338,16
39.463027883361605,-115.5371548650171,6
38.81227826047059,-115.94383149060451,6
32.00665827997437,-115.46676536839959,50
34.83510855792453,-118.73260410610199,0
35.90927444269294,-115.01268549963424,29
41.57266541758495,-123.3584803148129,18
34.981703734596564,-117.08970809239713,30
41.08240198049913,-121.1170369641785,28
41.057314322431424,-117.70419181786775,16
37.18417823332838,-121.9826893284779,9
35.893330335896046,-114.57756026816824,34
37.41298999186235,-119.63847956154646,7
39.13462075823723,-120.21100047983961,6
33.41409866785366,-120.29579152285397,10
34.11362413134299,-118.6697732860999,13
32.310234180815925,-118.13572710153531,19
38.159034252848244,-118.11097501185634,21
32.558895681435075,-117.20659350948625,22
40.03034290644513,-116.48887078982317,6
37.706133142203335,-118.36476238881255,21
33.85049071625313,-118.95525915156185,12
32.64244598688326,-117.39843552657017,19
41.91967569484544,-120.4735666870513,34
35.31904749332632,-120.99017332969548,12
32.93197144909363,-118.57630573821415,13
34.09484772248446,-114.00724379243141,11
35.301004035898096,-120.40268169628956,13
36.60203238534206,-116.34814824735636,23
34.20667423953802,-118.21622224822276,39
36.02955872670155,-115.14926481907784,6
41.44655702277423,-116.5935067307516,13
37.20116492279864,-117.60679951175028,18
33.86878967777309,-119.09771698252665,24
41.94027941391347,-121.72892083779709,119
37.17088930896382,-119.90788910815486,17
33.13145191485708,-115.92556349353754,75
38.16163463391184,-117.79228541843335,6
41.34211001898476,-114.49549157308769,6
40.26490595737024,-121.36334144755713,22
32.00308249023967,-115.99534222375387,88
33.708746532582,-118.23299062547449,53
36.63949633046475,-117.07894006312536,23
35.84010807904505,-116.56495078879716,31
41.38040648406005,-119.22916038111136,11
34.95544741237555,-121.79305391354913,12
41.340288585466006,-123.72372382961376,9
40.332043026809686,-119.70398882971523,6
37.04534999642877,-116.64257965702936,23
38.30758022015993,-114.37507507563394,6
38.30200526975806,-120.6442119079009,22
33.4454303491405,-115.18987049449576,31
39.263441016401025,-117.70506313173567,25
38.406151886605244,-117.4208650426365,6
41.62975679168193,-121.7641654548351,18
39.18182640017919,-121.5781908842342,30
37.07452243500783,-117.83576966679226,18
41.23706600068226,-117.69400043414952,16
40.840786335988895,-115.16024268861725,6
38.48562242913471,-120.34504093625107,8
35.98608027543878,-119.33691282616076,10
41.65500454978658,-123.96844695830671,6
41.62807341985715,-118.08389133502848,16
36.06951190895926,-117.89618978364834,17
38.17402250420679,-115.40272795170841,6
40.25745640648652,-121.76548538558933,6
34.285724960776555,-120.8113201918563,19
38.934651185538584,-123.93815528541903,14
33.904541310426055,-116.72747183078954,17
41.06003986013399,-114.82999033935538,6
40.38937470485705,-119.41567053014738,20
40.532099311943036,-122.44002668029066,28
36.94574486452082,-115.66698162455644,6
36.94726318770398,-115.22669350195179,6
37.45726624447173,-121.68845963468195,10
39.40010602541833,-115.41755375085614,6
40.24744539301327,-115.50997722451507,6
37.43687512796289,-122.72199676195224,18
35.36220463970639,-115.91644167600894,6
39.83905451750946,-123.81726971443105,2
41.66498728875296,-120.56635390353478,52
